Country name,Happiness Score,Happiness Rank,Social support,GDP per Capita,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption,Year,CO2 Production,HDI
Switzerland,7.587,1.0,1.34951,1.39651,0.94143,0.66557,0.41978,2015,4.668199391,0.954
Iceland,7.561,2.0,1.40223,1.30232,0.94784,0.62877,0.14145,2015,10.70787269,0.945
Denmark,7.527,3.0,1.36058,1.32548,0.87464,0.64938,0.48357,2015,6.188361303,0.936
Norway,7.522,4.0,1.33095,1.459,0.88521,0.66973,0.36503,2015,8.772584366,0.953
Canada,7.427,5.0,1.32261,1.32629,0.90563,0.63297,0.32957,2015,15.90658544,0.926
Finland,7.406,6.0,1.31826,1.29025,0.88911,0.64169,0.41372,2015,8.05059621,0.93
Netherlands,7.378,7.0,1.28017,1.32944,0.89284,0.61576,0.31814,2015,9.69388728,0.932
Sweden,7.364,8.0,1.28907,1.33171,0.91087,0.6598,0.43844,2015,4.465214876,0.937
New Zealand,7.286,9.0,1.31967,1.25018,0.90837,0.63938,0.42922,2015,7.816892374,0.931
Australia,7.284,10.0,1.30923,1.33358,0.93156,0.65124,0.35637,2015,16.85069952,0.933
Israel,7.278,11.0,1.22393,1.22857,0.91387,0.41319,0.07785,2015,7.893085032,0.909
Costa Rica,7.226,12.0,1.23788,0.95578,0.86027,0.63376,0.10583,2015,1.527702028,0.798
Austria,7.2,13.0,1.29704,1.33723,0.89042,0.62433,0.18676,2015,7.645373825,0.91
Mexico,7.187,14.0,0.91451,1.02054,0.81444,0.48181,0.21312,2015,3.955206712,0.768
United States,7.119,15.0,1.24711,1.39451,0.86179,0.54604,0.1589,2015,16.74083424,0.92
Brazil,6.983,16.0,1.23287,0.98124,0.69702,0.49049,0.17521,2015,2.58888062,0.753
Luxembourg,6.946,17.0,1.21963,1.56391,0.91894,0.61583,0.37798,2015,16.49430692,0.915
Ireland,6.94,18.0,1.36948,1.33596,0.89533,0.61777,0.28703,2015,8.315620349,0.925
Belgium,6.937,19.0,1.28566,1.30782,0.89667,0.5845,0.2254,2015,8.952519237,0.924
United Arab Emirates,6.901,20.0,1.12575,1.42727,0.80925,0.64157,0.38583,2015,23.38178108,0.865
United Kingdom,6.867,21.0,1.28548,1.26637,0.90943,0.59625,0.32067,2015,6.412680895,0.924
Venezuela,6.81,23.0,1.25596,1.04424,0.72052,0.42908,0.11069,2015,5.987807457,0.767
Singapore,6.798,24.0,1.02,1.52186,1.02525,0.54252,0.4921,2015,11.11028456,0.93
Panama,6.786,25.0,1.1985,1.06353,0.79661,0.5421,0.0927,2015,2.740994238,0.8
Germany,6.75,26.0,1.29937,1.32792,0.89186,0.61477,0.21843,2015,9.727783167,0.938
Chile,6.67,27.0,1.12447,1.10715,0.85857,0.44132,0.12869,2015,4.553558495,0.846
France,6.575,29.0,1.26038,1.27778,0.94579,0.55011,0.20646,2015,5.118603886,0.892
Argentina,6.574,30.0,1.24823,1.05351,0.78723,0.44974,0.08484,2015,4.466724129,0.848
Czech Republic,6.505,31.0,1.20643,1.17898,0.84483,0.46364,0.02652,2015,9.891583156,0.891
Uruguay,6.485,32.0,1.2089,1.06166,0.8116,0.60362,0.24558,2015,1.971126102,0.811
Colombia,6.477,33.0,1.24018,0.91861,0.69077,0.53466,0.0512,2015,1.935271658,0.754
Thailand,6.455,34.0,1.26504,0.9669,0.7385,0.55664,0.03187,2015,4.157602169,0.781
Saudi Arabia,6.411,35.0,1.08393,1.39541,0.72025,0.31048,0.32524,2015,21.27767468,0.859
Spain,6.329,36.0,1.31379,1.23011,0.95562,0.45951,0.06398,2015,5.821362504,0.889
Malta,6.302,37.0,1.30203,1.2074,0.88721,0.60365,0.13586,2015,4.015601106,0.889
Kuwait,6.295,39.0,1.16594,1.55422,0.72492,0.55499,0.25609,2015,23.81614724,0.83
El Salvador,6.13,42.0,1.02507,0.76454,0.67737,0.4035,0.11776,2015,1.055362709,0.668
Guatemala,6.123,43.0,1.04356,0.74553,0.64425,0.57733,0.09472,2015,0.973540632,0.639
Uzbekistan,6.003,44.0,1.34043,0.63244,0.59772,0.65821,0.30826,2015,3.278808681,0.701
Slovakia,5.995,45.0,1.26999,1.16891,0.78902,0.31751,0.03431,2015,6.330585467,0.851
Japan,5.987,46.0,1.25712,1.27074,0.99111,0.49615,0.1806,2015,9.558894626,0.918
South Korea,5.984,47.0,0.95774,1.24461,0.96538,0.33208,0.07857,2015,12.49852306,0.909
Ecuador,5.975,48.0,0.99903,0.86402,0.79075,0.48574,0.1809,2015,2.514146911,0.765
Bahrain,5.96,49.0,1.21624,1.32376,0.74716,0.45492,0.306,2015,23.66882409,0.858
Italy,5.948,50.0,1.19777,1.25114,0.95446,0.26236,0.02901,2015,5.964204062,0.882
Bolivia,5.89,51.0,0.97841,0.68133,0.5392,0.57414,0.088,2015,1.957518724,0.69
Moldova,5.889,52.0,1.01528,0.59448,0.61826,0.32818,0.01615,2015,1.1746874,0.749
Paraguay,5.878,53.0,1.30477,0.75985,0.66098,0.53899,0.08242,2015,0.904653877,0.723
Kazakhstan,5.855,54.0,1.12241,1.12254,0.64368,0.51649,0.08454,2015,16.42283959,0.805
Slovenia,5.848,55.0,1.27385,1.18498,0.87337,0.60855,0.03787,2015,6.577253079,0.903
Lithuania,5.833,56.0,1.25745,1.14723,0.73128,0.21342,0.01031,2015,4.542989481,0.862
Nicaragua,5.828,57.0,1.14184,0.59325,0.74314,0.55475,0.19317,2015,0.872584056,0.647
Peru,5.824,58.0,0.97459,0.90019,0.73017,0.41496,0.05989,2015,1.610292683,0.759
Belarus,5.813,59.0,1.23289,1.03192,0.73608,0.37938,0.1909,2015,6.148416063,0.812
Poland,5.791,60.0,1.27948,1.12555,0.77903,0.53122,0.04212,2015,8.240480859,0.868
Malaysia,5.77,61.0,1.07023,1.12486,0.72394,0.53024,0.10501,2015,7.658953819,0.797
Croatia,5.759,62.0,0.79624,1.08254,0.78805,0.25883,0.0243,2015,4.209244121,0.843
Libya,5.754,63.0,1.11862,1.13145,0.7038,0.41668,0.11023,2015,9.065229737,0.699
Russia,5.716,64.0,1.23617,1.13764,0.66926,0.36679,0.03005,2015,11.19494542,0.824
Jamaica,5.709,65.0,1.15102,0.81038,0.68741,0.50442,0.02299,2015,2.765597344,0.713
Cyprus,5.689,67.0,0.89318,1.20813,0.92356,0.40672,0.06146,2015,6.003867406,0.871
Algeria,5.605,68.0,1.07772,0.93929,0.61766,0.28579,0.17383,2015,3.76769044,0.74
Turkmenistan,5.548,70.0,1.22668,0.95847,0.53886,0.4761,0.30844,2015,12.61938513,0.74
Mauritius,5.477,71.0,0.98521,1.00761,0.7095,0.56066,0.07521,2015,3.342633645,0.795
Estonia,5.429,73.0,1.22791,1.15174,0.77361,0.44888,0.15184,2015,12.05740026,0.882
Indonesia,5.399,74.0,1.08708,0.82827,0.63793,0.46611,0.0,2015,2.134330639,0.695
Vietnam,5.36,75.0,0.91226,0.63216,0.74676,0.59444,0.10441,2015,2.082539807,0.684
Turkey,5.332,76.0,0.94632,1.06098,0.73172,0.22815,0.15746,2015,4.855912006,0.817
Kyrgyzstan,5.286,77.0,1.15115,0.47428,0.65088,0.43477,0.04232,2015,1.724902045,0.69
Nigeria,5.268,78.0,0.90432,0.65435,0.16007,0.34334,0.0403,2015,0.626430378,0.516
Azerbaijan,5.212,80.0,0.93793,1.02389,0.64045,0.3703,0.16065,2015,3.843892777,0.748
Pakistan,5.194,81.0,0.41411,0.59543,0.51466,0.12102,0.10464,2015,0.848690651,0.534
Jordan,5.192,82.0,1.05392,0.90198,0.69639,0.40661,0.14293,2015,2.757890591,0.718
Montenegro,5.192,82.0,0.90557,0.97438,0.72521,0.1826,0.14296,2015,3.570744996,0.822
China,5.14,84.0,0.94675,0.89012,0.81658,0.51697,0.02781,2015,7.000344465,0.733
Zambia,5.129,85.0,0.91612,0.47038,0.29924,0.48827,0.12468,2015,0.321045664,0.562
Romania,5.124,86.0,0.88588,1.04345,0.7689,0.35068,0.00649,2015,3.832413015,0.813
Serbia,5.123,87.0,1.00964,0.92053,0.74836,0.20107,0.02617,2015,4.928151287,0.794
Portugal,5.102,88.0,1.13935,1.15991,0.87519,0.51469,0.01078,2015,5.043222399,0.85
Latvia,5.098,89.0,1.09562,1.11312,0.72437,0.29671,0.06332,2015,3.635277828,0.85
Philippines,5.073,90.0,1.03516,0.70532,0.58114,0.62545,0.12279,2015,1.09821636,0.698
Morocco,5.013,92.0,0.64095,0.73479,0.60954,0.41691,0.08546,2015,1.689019459,0.654
Albania,4.959,95.0,0.80434,0.87867,0.81325,0.35733,0.06413,2015,1.555329452,0.795
Bosnia and Herzegovina,4.949,96.0,0.91916,0.83223,0.79081,0.09245,0.00227,2015,5.383072823,0.761
Dominican Republic,4.885,98.0,1.17202,0.89537,0.66825,0.57672,0.14234,2015,2.285093487,0.736
Mongolia,4.874,100.0,1.3006,0.82819,0.60268,0.43626,0.02666,2015,7.751733485,0.732
Greece,4.857,102.0,0.92933,1.15406,0.88213,0.07699,0.01397,2015,7.032163043,0.88
Lebanon,4.839,103.0,0.80001,1.02564,0.83947,0.33916,0.04582,2015,3.93936453,0.746
Hungary,4.8,104.0,1.20215,1.12094,0.75905,0.32112,0.02758,2015,4.767351921,0.838
Honduras,4.788,105.0,0.95348,0.59532,0.6951,0.40148,0.06825,2015,1.075616191,0.613
Tajikistan,4.786,106.0,0.85563,0.39047,0.57379,0.47216,0.15072,2015,0.62719215,0.657
Tunisia,4.739,107.0,0.60429,0.88113,0.73793,0.26268,0.06358,2015,2.618240924,0.733
Palestinian Territories,4.715,108.0,0.92558,0.59867,0.66015,0.24499,0.12905,2015,0.663367163,0.71
Bangladesh,4.694,109.0,0.43106,0.39753,0.60164,0.4082,0.12569,2015,0.468955244,0.602
Iran,4.686,110.0,0.54447,1.0088,0.69805,0.30033,0.05863,2015,8.008771316,0.776
Ukraine,4.681,111.0,1.20278,0.79907,0.6739,0.25123,0.02961,2015,4.98250075,0.774
Iraq,4.677,112.0,0.81889,0.98549,0.60237,0.0,0.13788,2015,4.656619943,0.675
South Africa,4.642,113.0,1.18468,0.92049,0.27688,0.33207,0.08884,2015,8.135061467,0.716
Ghana,4.633,114.0,0.67954,0.54558,0.40132,0.42342,0.04355,2015,0.578634112,0.607
Zimbabwe,4.61,115.0,1.03276,0.271,0.33475,0.25861,0.08079,2015,0.884989383,0.582
Liberia,4.571,116.0,0.78968,0.0712,0.34201,0.28531,0.06232,2015,0.269149842,0.473
India,4.565,117.0,0.38174,0.64499,0.51529,0.39786,0.08492,2015,1.731529473,0.629
Haiti,4.518,119.0,0.74302,0.26673,0.38847,0.24425,0.17175,2015,0.248767197,0.529
Nepal,4.514,121.0,0.86449,0.35997,0.56874,0.38282,0.05907,2015,0.252329897,0.579
Ethiopia,4.512,122.0,0.60406,0.19073,0.44055,0.4345,0.15048,2015,0.12588429,0.46
Sierra Leone,4.507,123.0,0.95571,0.33024,0.0,0.4084,0.08786,2015,0.122101297,0.453
Mauritania,4.436,124.0,0.86908,0.45407,0.35874,0.24232,0.17461,2015,0.722610602,0.544
Kenya,4.419,125.0,0.99876,0.36471,0.41435,0.42215,0.05839,2015,0.340471315,0.561
Armenia,4.35,127.0,0.77711,0.76821,0.7299,0.19847,0.039,2015,1.869492708,0.766
Botswana,4.332,128.0,1.10464,0.99355,0.04776,0.49495,0.12474,2015,2.558051149,0.702
Myanmar,4.307,129.0,0.70905,0.27108,0.48246,0.44017,0.19034,2015,0.419673411,0.562
Georgia,4.297,130.0,0.38562,0.7419,0.72926,0.40577,0.38331,2015,2.422106549,0.79
Malawi,4.292,131.0,0.41134,0.01604,0.22562,0.43054,0.06977,2015,0.066872484,0.491
Sri Lanka,4.271,132.0,1.01905,0.83524,0.70806,0.53726,0.09179,2015,0.948453912,0.764
Cameroon,4.252,133.0,0.88767,0.4225,0.23402,0.49309,0.05786,2015,0.332478223,0.56
Bulgaria,4.218,134.0,1.10614,1.01216,0.76649,0.30587,0.00872,2015,6.705185645,0.809
Egypt,4.194,135.0,0.747,0.8818,0.61712,0.17288,0.06324,2015,2.370849864,0.706
Yemen,4.077,136.0,0.68093,0.54649,0.40064,0.35571,0.07854,2015,0.483295103,0.477
Mali,3.995,138.0,1.03526,0.26074,0.20583,0.38857,0.12352,2015,0.187547545,0.416
Congo (Brazzaville),3.989,139.0,0.6629,0.67866,0.31051,0.41466,0.11686,2015,0.710776869,0.59
Uganda,3.931,141.0,1.13299,0.21102,0.33861,0.45727,0.07267,2015,0.118392318,0.517
Senegal,3.904,142.0,0.97619,0.36498,0.4354,0.36772,0.10713,2015,0.675338868,0.505
Gabon,3.896,143.0,0.90528,1.06024,0.43372,0.31914,0.11091,2015,2.705466898,0.699
Niger,3.845,144.0,0.77265,0.0694,0.29707,0.47692,0.15639,2015,0.10174154,0.376
Cambodia,3.819,145.0,0.62736,0.46038,0.61114,0.66246,0.07247,2015,0.549337059,0.574
Tanzania,3.781,146.0,1.00268,0.2852,0.38215,0.32878,0.05747,2015,0.206644443,0.52
Madagascar,3.681,147.0,0.66801,0.20824,0.46721,0.19184,0.08124,2015,0.133328723,0.504
Chad,3.667,149.0,0.76062,0.34193,0.1501,0.23501,0.05269,2015,0.049373626,0.389
Guinea,3.656,150.0,0.46475,0.17417,0.24009,0.37725,0.12139,2015,0.214414025,0.44
Ivory Coast,3.655,151.0,0.77115,0.46534,0.15185,0.46866,0.17922,2015,0.40495316,0.513
Burkina Faso,3.587,152.0,0.85188,0.25812,0.27125,0.39493,0.12832,2015,0.182042319,0.418
Afghanistan,3.575,153.0,0.30285,0.31982,0.30335,0.23414,0.09719,2015,0.229679525,0.478
Rwanda,3.465,154.0,0.7737,0.22208,0.42864,0.59201,0.55191,2015,0.080846535,0.515
Benin,3.34,155.0,0.35386,0.28665,0.3191,0.4845,0.0801,2015,0.503557505,0.529
Burundi,2.905,157.0,0.41587,0.0153,0.22396,0.1185,0.10062,2015,0.038471343,0.428
Togo,2.839,158.0,0.13995,0.20868,0.28443,0.36453,0.10731,2015,0.254767137,0.514
Denmark,7.526,1.0,1.16374,1.44178,0.79504,0.57941,0.44453,2016,6.480325401,0.943
Switzerland,7.509,2.0,1.14524,1.52733,0.86303,0.58557,0.41203,2016,4.676955631,0.956
Iceland,7.501,3.0,1.18326,1.42666,0.86733,0.56624,0.14975,2016,10.49770323,0.948
Norway,7.498,4.0,1.1269,1.57744,0.79579,0.59609,0.35776,2016,8.531791111,0.955
Finland,7.413,5.0,1.13464,1.40598,0.81091,0.57104,0.41004,2016,8.590699442,0.931
Canada,7.404,6.0,1.0961,1.44015,0.8276,0.5737,0.31329,2016,15.37992637,0.928
Netherlands,7.339,7.0,1.02912,1.46468,0.81231,0.55211,0.29927,2016,9.712168595,0.933
New Zealand,7.334,8.0,1.17278,1.36066,0.83096,0.58147,0.41904,2016,7.362684887,0.934
Australia,7.313,9.0,1.10476,1.44443,0.8512,0.56837,0.32331,2016,17.14339271,0.935
Sweden,7.291,10.0,1.08764,1.45181,0.83121,0.58218,0.40867,2016,4.398329525,0.939
Israel,7.267,11.0,0.99537,1.33766,0.84917,0.36432,0.08728,2016,7.549539184,0.913
Austria,7.119,12.0,1.08383,1.45038,0.80565,0.54355,0.21348,2016,7.684141657,0.915
United States,7.104,13.0,1.04782,1.50796,0.779,0.48163,0.14868,2016,16.24694746,0.922
Costa Rica,7.087,14.0,1.02152,1.06879,0.76146,0.55225,0.10547,2016,1.617134535,0.803
Germany,6.994,16.0,1.09774,1.44787,0.81487,0.53466,0.28551,2016,9.741451444,0.941
Brazil,6.952,17.0,1.03938,1.08754,0.61415,0.40425,0.14166,2016,2.390088781,0.755
Belgium,6.929,18.0,1.05249,1.42539,0.81959,0.51354,0.26248,2016,8.795878609,0.927
Ireland,6.907,19.0,1.16157,1.48341,0.81455,0.54008,0.29754,2016,8.551467179,0.929
Luxembourg,6.871,20.0,1.03999,1.69752,0.84542,0.5487,0.35329,2016,15.6969879,0.923
Mexico,6.778,21.0,0.7146,1.11508,0.71143,0.37709,0.18355,2016,3.914577835,0.772
Singapore,6.739,22.0,0.86758,1.64555,0.94719,0.4877,0.46987,2016,7.123683634,0.934
United Kingdom,6.725,23.0,1.08672,1.40283,0.80991,0.50036,0.27399,2016,6.023375325,0.927
Chile,6.705,24.0,0.90587,1.2167,0.81883,0.37789,0.11451,2016,4.634613919,0.85
Panama,6.701,25.0,0.98912,1.18306,0.70835,0.48927,0.08423,2016,2.614564296,0.805
Argentina,6.65,26.0,1.06612,1.15137,0.69711,0.42284,0.07296,2016,4.389426792,0.847
Czech Republic,6.596,27.0,1.00793,1.30915,0.76376,0.41418,0.03986,2016,10.04678752,0.895
United Arab Emirates,6.573,28.0,0.87114,1.57352,0.72993,0.56215,0.35561,2016,22.93208617,0.87
Uruguay,6.545,29.0,1.03143,1.18157,0.72183,0.54388,0.21394,2016,1.904250687,0.815
Malta,6.488,30.0,1.09879,1.30782,0.80315,0.54994,0.17554,2016,3.222677524,0.891
Colombia,6.481,31.0,1.02169,1.03032,0.59659,0.44735,0.05399,2016,1.935483121,0.759
France,6.478,32.0,1.00508,1.39488,0.83795,0.46562,0.17808,2016,5.158359374,0.895
Thailand,6.474,33.0,1.04477,1.0893,0.64915,0.49553,0.02833,2016,4.109455195,0.785
Saudi Arabia,6.379,34.0,0.84829,1.48953,0.59267,0.37904,0.30008,2016,19.69755248,0.864
Spain,6.361,37.0,1.12945,1.34253,0.87896,0.37545,0.06137,2016,5.591568752,0.895
Algeria,6.355,38.0,0.83309,1.05266,0.61804,0.21006,0.16157,2016,3.67259156,0.743
Guatemala,6.324,39.0,0.87119,0.83454,0.54039,0.50379,0.08701,2016,1.019895223,0.639
Kuwait,6.239,41.0,0.87758,1.61714,0.63569,0.43166,0.23669,2016,25.48948349,0.833
Bahrain,6.218,42.0,0.94397,1.44024,0.65696,0.47375,0.25772,2016,22.00377054,0.865
Venezuela,6.084,44.0,1.03302,1.13367,0.61904,0.19847,0.08304,2016,5.677379393,0.757
Slovakia,6.078,45.0,1.08268,1.27973,0.70367,0.23391,0.02947,2016,6.404976256,0.854
El Salvador,6.068,46.0,0.80975,0.8737,0.596,0.37269,0.10613,2016,1.04557119,0.671
Malaysia,6.005,47.0,0.88025,1.25142,0.62366,0.39031,0.09081,2016,8.16566483,0.803
Nicaragua,5.992,48.0,0.89521,0.69384,0.65213,0.46582,0.16292,2016,0.853858217,0.653
Uzbekistan,5.987,49.0,1.1681,0.73591,0.50163,0.60848,0.28333,2016,3.440288679,0.709
Italy,5.977,50.0,1.04167,1.35495,0.85102,0.18827,0.02556,2016,5.902450354,0.887
Ecuador,5.976,51.0,0.85974,0.97306,0.68613,0.4027,0.18037,2016,2.395471598,0.762
Japan,5.921,53.0,1.06054,1.38007,0.91491,0.46761,0.18985,2016,9.421471031,0.921
Kazakhstan,5.919,54.0,0.95544,1.22943,0.57386,0.4052,0.11132,2016,16.19019701,0.805
Moldova,5.897,55.0,0.83132,0.69177,0.52309,0.25202,0.01903,2016,1.206022908,0.756
Russia,5.856,56.0,1.05261,1.23228,0.58991,0.32682,0.03586,2016,11.141591,0.828
Poland,5.835,57.0,1.04685,1.24585,0.69058,0.4519,0.055,2016,8.537729914,0.872
South Korea,5.835,57.0,0.72194,1.35948,0.88645,0.25168,0.07716,2016,12.53854951,0.912
Bolivia,5.822,59.0,0.83779,0.79422,0.4697,0.50961,0.07746,2016,2.066341945,0.701
Lithuania,5.813,60.0,1.06411,1.2692,0.64674,0.18929,0.0182,2016,4.620466044,0.868
Belarus,5.802,61.0,1.04993,1.13062,0.63104,0.29091,0.17457,2016,6.336402932,0.813
Slovenia,5.768,63.0,1.05613,1.29947,0.79151,0.53164,0.03635,2016,6.954599582,0.91
Peru,5.743,64.0,0.81255,0.99602,0.62994,0.37502,0.05292,2016,1.704696548,0.765
Turkmenistan,5.658,65.0,1.03817,1.08017,0.44006,0.37408,0.28467,2016,12.39126457,0.742
Mauritius,5.648,66.0,0.75695,1.14372,0.66189,0.46145,0.05203,2016,3.443712283,0.801
Libya,5.615,67.0,0.95076,1.06688,0.52304,0.40672,0.10339,2016,8.23841118,0.696
Latvia,5.56,68.0,0.95025,1.21788,0.63952,0.27996,0.0889,2016,3.652142113,0.855
Cyprus,5.546,69.0,0.70697,1.31857,0.8488,0.29507,0.05228,2016,6.300702366,0.877
Paraguay,5.538,70.0,1.11111,0.89373,0.58295,0.46235,0.07396,2016,1.059742645,0.721
Romania,5.528,71.0,0.72803,1.1697,0.67602,0.36712,0.00679,2016,3.74576341,0.816
Estonia,5.517,72.0,1.05163,1.27964,0.68098,0.41511,0.18519,2016,13.34384091,0.885
Jamaica,5.51,73.0,0.96372,0.89333,0.59469,0.43597,0.04294,2016,2.808925359,0.712
Croatia,5.488,74.0,0.60809,1.18649,0.70524,0.23907,0.04002,2016,4.296699949,0.848
Turkey,5.389,78.0,0.87717,1.16492,0.64718,0.23889,0.12348,2016,5.026310923,0.823
Indonesia,5.314,79.0,0.87625,0.95104,0.49374,0.39237,0.00322,2016,2.144264261,0.699
Jordan,5.303,80.0,0.86216,0.99673,0.60712,0.36023,0.13297,2016,2.548133895,0.718
Azerbaijan,5.291,81.0,0.76042,1.12373,0.54504,0.35327,0.17914,2016,3.805930192,0.75
Philippines,5.279,82.0,0.87877,0.81217,0.47036,0.54854,0.11757,2016,1.179170367,0.7
China,5.245,83.0,0.79381,1.0278,0.73561,0.44012,0.02745,2016,6.874190136,0.74
Kyrgyzstan,5.185,85.0,0.95434,0.56044,0.55449,0.40212,0.04762,2016,1.588026992,0.693
Serbia,5.177,86.0,0.81329,1.03437,0.6458,0.15718,0.04339,2016,5.08636641,0.8
Bosnia and Herzegovina,5.163,87.0,0.64367,0.93383,0.70766,0.09511,0.0,2016,6.418279013,0.77
Montenegro,5.161,88.0,0.74173,1.07838,0.63533,0.15111,0.12721,2016,3.212682379,0.824
Dominican Republic,5.155,89.0,0.99496,1.02787,0.57669,0.52259,0.12372,2016,2.370187909,0.755
Morocco,5.151,90.0,0.38595,0.84058,0.59471,0.25646,0.08404,2016,1.664209675,0.661
Hungary,5.145,91.0,0.93164,1.24142,0.67608,0.1977,0.04472,2016,4.826424758,0.843
Pakistan,5.132,92.0,0.26135,0.68816,0.40306,0.14622,0.1388,2016,1.016634212,0.541
Lebanon,5.129,93.0,0.64184,1.12268,0.76171,0.26228,0.03061,2016,3.946930431,0.743
Portugal,5.123,94.0,0.94367,1.27607,0.79363,0.44727,0.01521,2016,4.88674779,0.853
Vietnam,5.061,96.0,0.79117,0.74037,0.66157,0.55954,0.11556,2016,2.058572525,0.688
Tunisia,5.045,98.0,0.43165,0.97724,0.59577,0.23553,0.0817,2016,2.56616606,0.737
Greece,5.033,99.0,0.75473,1.24886,0.80029,0.05822,0.04127,2016,6.723641651,0.877
Tajikistan,4.996,100.0,0.75602,0.48835,0.53119,0.43408,0.13509,2016,0.74333021,0.66
Mongolia,4.907,101.0,1.08983,0.98853,0.55469,0.35972,0.03285,2016,8.286545712,0.733
Nigeria,4.875,103.0,0.64498,0.75216,0.05108,0.27854,0.0305,2016,0.622827758,0.521
Honduras,4.871,104.0,0.75596,0.69429,0.58383,0.26755,0.06906,2016,1.002395156,0.618
Iran,4.813,105.0,0.38857,1.11758,0.64232,0.22544,0.0557,2016,8.010678047,0.786
Zambia,4.795,106.0,0.6376,0.61202,0.23573,0.42662,0.11479,2016,0.345837659,0.564
Nepal,4.793,107.0,0.69699,0.44626,0.50073,0.37012,0.07008,2016,0.357988666,0.586
Palestinian Territories,4.754,108.0,0.71629,0.67024,0.56844,0.17744,0.10613,2016,0.697118465,0.715
Albania,4.655,109.0,0.50163,0.9553,0.73007,0.31866,0.05301,2016,1.556278015,0.798
Bangladesh,4.643,110.0,0.24749,0.54177,0.52989,0.39778,0.12583,2016,0.48410228,0.612
Sierra Leone,4.635,111.0,0.628,0.36485,0.0,0.30685,0.08196,2016,0.123486219,0.457
Iraq,4.575,112.0,0.59205,1.07474,0.51076,0.24856,0.13636,2016,5.308878579,0.679
Cameroon,4.513,114.0,0.62542,0.52497,0.12698,0.42736,0.06126,2016,0.326632953,0.564
Ethiopia,4.508,115.0,0.37932,0.29283,0.34578,0.36703,0.1717,2016,0.138483789,0.47
South Africa,4.459,116.0,0.96053,1.02416,0.18611,0.42483,0.08415,2016,8.268787844,0.719
Sri Lanka,4.415,117.0,0.84783,0.97318,0.62007,0.50817,0.07964,2016,1.095424227,0.767
India,4.404,118.0,0.29247,0.74036,0.45091,0.40285,0.08722,2016,1.79855959,0.639
Myanmar,4.395,119.0,0.69981,0.34112,0.3988,0.42692,0.20243,2016,0.479538196,0.572
Egypt,4.362,120.0,0.49813,0.95395,0.52116,0.18847,0.10393,2016,2.478876185,0.713
Armenia,4.36,121.0,0.62477,0.86086,0.64083,0.14037,0.03616,2016,1.772052655,0.765
Kenya,4.356,122.0,0.7624,0.52267,0.30147,0.40576,0.06686,2016,0.349754607,0.569
Ukraine,4.324,123.0,1.01413,0.87287,0.58628,0.12859,0.01829,2016,5.233429341,0.779
Ghana,4.276,124.0,0.49353,0.63107,0.29681,0.40973,0.0326,2016,0.580968048,0.611
Georgia,4.252,126.0,0.19249,0.83792,0.64035,0.32461,0.3188,2016,2.506867225,0.794
Congo (Brazzaville),4.236,127.0,0.47799,0.77109,0.28212,0.37938,0.09753,2016,0.743305154,0.586
Senegal,4.219,128.0,0.77416,0.44314,0.40457,0.31056,0.11681,2016,0.668001955,0.507
Bulgaria,4.217,129.0,0.92542,1.11306,0.67806,0.21219,0.00615,2016,6.362234204,0.809
Mauritania,4.201,130.0,0.84142,0.61391,0.28639,0.1268,0.17955,2016,0.608978,0.541
Zimbabwe,4.193,131.0,0.71478,0.35041,0.1595,0.25429,0.08582,2016,0.765313377,0.588
Malawi,4.156,132.0,0.147,0.08709,0.29364,0.4143,0.07564,2016,0.075930263,0.498
Gabon,4.121,134.0,0.72368,1.15851,0.3494,0.28098,0.09314,2016,2.709882547,0.702
Mali,4.073,135.0,0.86333,0.31292,0.16347,0.27544,0.13647,2016,0.185311322,0.421
Haiti,4.028,136.0,0.29561,0.34097,0.27494,0.12072,0.14476,2016,0.275194489,0.532
Botswana,3.974,137.0,0.89186,1.09426,0.34752,0.44089,0.10769,2016,2.932275026,0.713
Ivory Coast,3.916,139.0,0.57576,0.55507,0.04476,0.40663,0.1553,2016,0.49524584,0.524
Cambodia,3.907,140.0,0.5375,0.55604,0.42494,0.58852,0.08092,2016,0.668089872,0.581
Niger,3.856,142.0,0.6053,0.1327,0.26162,0.38041,0.17176,2016,0.09929867,0.383
