Country name,Happiness Score,Happiness Rank,Social support,GDP per Capita,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption,Year,CO2 Production,HDI
Chad,3.763,144.0,0.63178,0.42214,0.03824,0.12807,0.04952,2016,0.069559377,0.391
Burkina Faso,3.739,145.0,0.63054,0.31995,0.21297,0.3337,0.12533,2016,0.181316919,0.427
Uganda,3.739,145.0,0.90981,0.34719,0.19625,0.43653,0.06442,2016,0.120817169,0.519
Yemen,3.724,147.0,0.47493,0.57939,0.31048,0.2287,0.05892,2016,0.383790495,0.467
Madagascar,3.695,148.0,0.46115,0.27954,0.37109,0.13684,0.07506,2016,0.13068015,0.505
Tanzania,3.666,149.0,0.77623,0.47155,0.357,0.3176,0.05099,2016,0.204962447,0.524
Liberia,3.622,150.0,0.50353,0.10706,0.23165,0.25748,0.04852,2016,0.295958805,0.478
Guinea,3.607,151.0,0.3109,0.22415,0.18829,0.30953,0.1192,2016,0.233787673,0.45
Rwanda,3.515,152.0,0.61586,0.32846,0.31865,0.5432,0.50521,2016,0.088817839,0.524
Benin,3.484,153.0,0.10419,0.39499,0.21028,0.39747,0.06681,2016,0.607088094,0.53
Afghanistan,3.36,154.0,0.11037,0.38227,0.17344,0.1643,0.07112,2016,0.190616791,0.481
Togo,3.303,155.0,0.0,0.28123,0.24811,0.34678,0.11587,2016,0.307112523,0.518
Burundi,2.905,157.0,0.23442,0.06831,0.15747,0.0432,0.09419,2016,0.044569053,0.43
Norway,1.0,7.53700017929077,1.53352355957031,1.61646318435669,0.796666502952576,0.635422587394714,0.315963834524155,2017,8.377883083,0.959
Denmark,2.0,7.52199983596802,1.55112159252167,1.48238301277161,0.792565524578094,0.626006722450256,0.40077006816864,2017,6.060962892,0.944
Iceland,3.0,7.50400018692017,1.6105740070343,1.480633020401,0.833552122116089,0.627162635326385,0.153526559472084,2017,10.78042902,0.954
Switzerland,4.0,7.49399995803833,1.51691174507141,1.56497955322266,0.858131289482117,0.620070576667786,0.367007285356522,2017,4.515537494,0.957
Finland,5.0,7.4689998626709,1.5402467250824,1.44357192516327,0.80915766954422,0.617950856685638,0.38261154294014,2017,8.101813505,0.934
Netherlands,6.0,7.3769998550415,1.42893922328949,1.50394463539124,0.810696125030518,0.585384488105774,0.282661825418472,2017,9.55330386,0.937
Canada,7.0,7.31599998474121,1.48134899139404,1.47920441627502,0.83455765247345,0.611100912094116,0.287371516227722,2017,15.50035194,0.931
New Zealand,8.0,7.31400012969971,1.54819512367249,1.40570604801178,0.816759705543518,0.614062130451202,0.382816702127457,2017,7.625380846,0.935
Sweden,9.0,7.28399991989136,1.47816216945648,1.49438726902008,0.830875158309937,0.612924098968506,0.384398728609085,2017,4.300267262,0.941
Australia,10.0,7.28399991989136,1.51004195213318,1.484414935112,0.84388679265976,0.601607382297516,0.301183730363846,2017,16.87035228,0.937
Israel,11.0,7.21299982070923,1.37628996372223,1.37538242340088,0.83840399980545,0.405988603830338,0.0852421000599861,2017,7.141470828,0.917
Costa Rica,12.0,7.0789999961853,1.41640365123749,1.10970628261566,0.759509265422821,0.580131649971008,0.100106589496136,2017,1.679126715,0.807
Austria,13.0,7.00600004196167,1.4599449634552,1.48709726333618,0.815328419208527,0.567766189575195,0.221060365438461,2017,7.89112032,0.916
United States,14.0,6.99300003051758,1.41992056369781,1.54625928401947,0.77428662776947,0.505740523338318,0.135638788342476,2017,16.01967242,0.924
Ireland,15.0,6.97700023651123,1.55823111534119,1.53570663928986,0.80978262424469,0.573110342025757,0.29838815331459,2017,8.232927207,0.934
Germany,16.0,6.95100021362305,1.47252035140991,1.48792338371277,0.798950731754303,0.562511384487152,0.276731938123703,2017,9.507597709,0.944
Belgium,17.0,6.89099979400635,1.46231269836426,1.46378076076508,0.818091869354248,0.539770722389221,0.251343131065369,2017,8.708432095,0.931
Luxembourg,18.0,6.86299991607666,1.45758366584778,1.74194359779358,0.845089495182037,0.59662789106369,0.31883442401886,2017,15.64646652,0.919
United Kingdom,19.0,6.71400022506714,1.49646008014679,1.44163393974304,0.805335938930511,0.508190035820007,0.265428066253662,2017,5.808181432,0.93
Chile,20.0,6.65199995040894,1.28402495384216,1.25278460979462,0.819479703903198,0.376895278692245,0.0822879821062088,2017,4.550297911,0.853
United Arab Emirates,21.0,6.64799976348877,1.26641023159027,1.62634336948395,0.726798236370087,0.60834527015686,0.324489563703537,2017,17.79568752,0.897
Brazil,22.0,6.63500022888184,1.43130600452423,1.10735321044922,0.616552352905273,0.437453746795654,0.111092761158943,2017,2.40941389,0.759
Czech Republic,23.0,6.60900020599365,1.43388521671295,1.35268235206604,0.754444003105164,0.490946173667908,0.0368729270994663,2017,10.11300218,0.897
Argentina,24.0,6.59899997711182,1.44045114517212,1.18529546260834,0.695137083530426,0.494519203901291,0.059739887714386,2017,4.274395193,0.851
Mexico,25.0,6.57800006866455,1.210862159729,1.15318381786346,0.709978997707367,0.412730008363724,0.132774114608765,2017,3.685358728,0.775
Singapore,26.0,6.57200002670288,1.35381436347961,1.69227766990662,0.949492394924164,0.549840569496155,0.46430778503418,2017,6.84395925,0.935
Malta,27.0,6.52699995040894,1.48841166496277,1.34327983856201,0.821944236755371,0.588767051696777,0.153066068887711,2017,3.560818664,0.901
Uruguay,28.0,6.4539999961853,1.41222786903381,1.21755969524384,0.719216823577881,0.57939225435257,0.178061872720718,2017,1.793204469,0.819
Guatemala,29.0,6.4539999961853,1.25558519363403,0.872001945972443,0.540239989757538,0.531310617923737,0.0772232785820961,2017,1.022283811,0.64
Panama,30.0,6.4520001411438,1.37319254875183,1.23374843597412,0.706156134605408,0.550026834011078,0.070983923971653,2017,2.730126774,0.811
France,31.0,6.44199991226196,1.38777685165405,1.43092346191406,0.844465851783752,0.470222115516663,0.172502428293228,2017,5.197140043,0.898
Thailand,32.0,6.42399978637695,1.42579245567322,1.12786877155304,0.647239029407501,0.580200731754303,0.0316127352416515,2017,4.131778429,0.79
Spain,34.0,6.40299987792969,1.53209090232849,1.38439786434174,0.888960599899292,0.408781230449677,0.0709140971302986,2017,5.887612925,0.897
Colombia,36.0,6.35699987411499,1.4021829366684,1.07062232494354,0.595027923583984,0.477487415075302,0.0466687418520451,2017,1.76438528,0.761
Saudi Arabia,37.0,6.3439998626709,1.28667759895325,1.53062355518341,0.590148329734802,0.449750572443008,0.27343225479126,2017,19.31586787,0.86
Kuwait,39.0,6.10500001907349,1.25969874858856,1.63295245170593,0.632105708122253,0.496337592601776,0.215159550309181,2017,23.45716907,0.835
Slovakia,40.0,6.09800004959106,1.50505924224854,1.32539355754852,0.712732911109924,0.295817464590073,0.0242108516395092,2017,6.613667652,0.856
Bahrain,41.0,6.08699989318848,1.32311046123505,1.48841226100922,0.653133034706116,0.536746919155121,0.257042169570923,2017,21.81361591,0.869
Malaysia,42.0,6.08400011062622,1.28464603424072,1.29121541976929,0.618784427642822,0.402264982461929,0.0656007081270218,2017,8.055430047,0.805
Nicaragua,43.0,6.07100009918213,1.28721570968628,0.737299203872681,0.653095960617065,0.447551846504211,0.130687981843948,2017,0.862072476,0.659
Ecuador,44.0,6.00799989700317,1.28616881370544,1.00082039833069,0.685636222362518,0.4551981985569,0.140134647488594,2017,2.339896056,0.762
El Salvador,45.0,6.00299978256226,1.18212509155273,0.909784495830536,0.596018552780151,0.432452529668808,0.0899809598922729,2017,0.941715927,0.674
Poland,46.0,5.97300004959106,1.44571197032928,1.29178786277771,0.699475347995758,0.520342111587524,0.0593078061938286,2017,8.897351948,0.875
Uzbekistan,47.0,5.97100019454956,1.54896914958954,0.786441087722778,0.498272627592087,0.658248662948608,0.246528223156929,2017,3.352750965,0.715
Italy,48.0,5.96400022506714,1.44492328166962,1.39506661891937,0.853144347667694,0.256450712680817,0.0280280914157629,2017,5.815532829,0.888
Russia,49.0,5.96299982070923,1.46928238868713,1.28177809715271,0.547349333763123,0.373783111572266,0.0329628810286522,2017,11.31351661,0.833
Japan,51.0,5.92000007629395,1.43633782863617,1.41691517829895,0.913475871086121,0.505625545978546,0.163760736584663,2017,9.318411038,0.922
Lithuania,52.0,5.90199995040894,1.47351610660553,1.31458234786987,0.62894994020462,0.234231784939766,0.0118656428530812,2017,4.769710137,0.876
Algeria,53.0,5.87200021743774,1.1462174654007,1.09186446666718,0.617584645748138,0.233335807919502,0.146096110343933,2017,3.743383327,0.744
Latvia,54.0,5.84999990463257,1.40471494197845,1.26074862480164,0.638566970825195,0.325707912445068,0.0738427266478539,2017,3.69786843,0.86
South Korea,55.0,5.83799982070923,1.12827444076538,1.40167844295502,0.900214076042175,0.257921665906906,0.0632826685905457,2017,12.83352462,0.916
Moldova,56.0,5.83799982070923,1.25182557106018,0.728870630264282,0.589465200901031,0.240729048848152,0.0100912861526012,2017,1.285937526,0.765
Romania,57.0,5.82499980926514,1.15009129047394,1.21768391132355,0.685158312320709,0.457003742456436,0.00438790069893,2017,3.928117522,0.823
Bolivia,58.0,5.82299995422363,1.22761905193329,0.833756566047668,0.473630249500275,0.558732926845551,0.0604777261614799,2017,2.105075068,0.708
Turkmenistan,59.0,5.82200002670288,1.49314916133881,1.13077676296234,0.437726080417633,0.41827192902565,0.259270340204239,2017,12.19789196,0.741
Kazakhstan,60.0,5.81899976730347,1.38436901569366,1.28455626964569,0.606041550636292,0.437454283237457,0.119282886385918,2017,17.03034162,0.811
Slovenia,62.0,5.75799989700317,1.45251882076263,1.3412059545517,0.790828227996826,0.572575807571411,0.0451289787888527,2017,7.027519825,0.913
Peru,63.0,5.71500015258789,1.21877038478851,1.03522527217865,0.630166113376617,0.450002878904343,0.0470490865409374,2017,1.708484635,0.77
Mauritius,64.0,5.62900018692017,1.20956099033356,1.18939554691315,0.638007462024689,0.491247326135635,0.0421815551817417,2017,3.587191449,0.805
Cyprus,65.0,5.62099981307983,1.13136327266693,1.35593807697296,0.84471470117569,0.355111539363861,0.0412379764020443,2017,6.377248707,0.887
Estonia,66.0,5.61100006103516,1.47667109966278,1.32087934017181,0.695168316364288,0.479131430387497,0.183248922228813,2017,14.24029286,0.887
Belarus,67.0,5.56899976730347,1.44494521617889,1.15655755996704,0.637714266777039,0.295400261878967,0.156313821673393,2017,6.361294237,0.817
Libya,68.0,5.52500009536743,1.35756433010101,1.10180306434631,0.520169019699097,0.465733230113983,0.0926102101802826,2017,8.266370083,0.714
Turkey,69.0,5.5,1.33775317668915,1.19827437400818,0.637605607509613,0.300740599632263,0.0996715798974037,2017,5.243439524,0.833
Paraguay,70.0,5.49300003051758,1.50728487968445,0.932537317276001,0.579250693321228,0.473507791757584,0.091065913438797,2017,1.175641224,0.724
Philippines,72.0,5.42999982833862,1.25391757488251,0.85769921541214,0.468009054660797,0.585214674472809,0.0993318930268288,2017,1.282666618,0.704
Serbia,73.0,5.39499998092651,1.25818979740143,1.06931757926941,0.65078467130661,0.208715528249741,0.0409037806093693,2017,5.156038284,0.802
Jordan,74.0,5.33599996566772,1.23908889293671,0.991012394428253,0.604590058326721,0.418421149253845,0.11980327218771,2017,2.612069292,0.718
Hungary,75.0,5.32399988174438,1.34313309192657,1.2860119342804,0.687763452529907,0.175863519310951,0.0366369374096394,2017,5.082548778,0.845
Jamaica,76.0,5.31099987030029,1.36821806430817,0.925579309463501,0.641022384166718,0.474307239055634,0.0552677810192108,2017,2.669601431,0.715
Croatia,77.0,5.29300022125244,0.96798300743103,1.22255623340607,0.701288521289825,0.255772292613983,0.0431031100451946,2017,4.474955754,0.852
China,79.0,5.27299976348877,1.16083741188049,1.08116579055786,0.741415500640869,0.472787708044052,0.0227942746132612,2017,6.981215392,0.747
Pakistan,80.0,5.26900005340576,0.672690689563751,0.72688353061676,0.402047783136368,0.23521526157856,0.124348066747189,2017,1.125399771,0.543
Indonesia,81.0,5.26200008392334,1.27444469928741,0.995538592338562,0.492345720529556,0.443323463201523,0.0153171354904771,2017,2.173337265,0.704
Venezuela,82.0,5.25,1.43133759498596,1.12843120098114,0.617144227027893,0.153997123241425,0.0644911229610443,2017,5.49394058,0.744
Montenegro,83.0,5.23699998855591,1.23837649822235,1.12112903594971,0.667464673519135,0.194989055395126,0.0881741940975189,2017,3.351217328,0.83
Morocco,84.0,5.2350001335144,0.774864435195923,0.878114581108093,0.59771066904068,0.408158332109451,0.0877631828188896,2017,1.732052453,0.67
Azerbaijan,85.0,5.23400020599365,1.15240025520325,1.15360176563263,0.540775775909424,0.398155838251114,0.180987507104874,2017,3.730696412,0.753
Dominican Republic,86.0,5.23000001907349,1.40241670608521,1.07937383651733,0.574873745441437,0.55258983373642,0.113945253193378,2017,2.284472787,0.757
Greece,87.0,5.22700023651123,1.23941457271576,1.28948748111725,0.810198903083801,0.0957312509417534,0.04328977689147,2017,7.08221336,0.88
Lebanon,88.0,5.22499990463257,1.12962424755096,1.07498753070831,0.735081076622009,0.288515985012054,0.037513829767704,2017,4.102561922,0.75
Portugal,89.0,5.19500017166138,1.36704301834106,1.3151752948761,0.795843541622162,0.498465299606323,0.0158694516867399,2017,5.368183414,0.859
Bosnia and Herzegovina,90.0,5.18200016021729,1.0693359375,0.982409417629242,0.705186307430267,0.204403176903725,0.0,2017,6.51020058,0.772
Honduras,91.0,5.18100023269653,1.14394497871399,0.730573117733002,0.582569479942322,0.348079860210419,0.0733454525470734,2017,0.939356007,0.617
Vietnam,94.0,5.07399988174438,1.27749133110046,0.788547575473785,0.652168989181519,0.571055591106415,0.0876332372426987,2017,2.063931951,0.692
Nigeria,95.0,5.07399988174438,1.21577048301697,0.783756256103516,0.0569157302379608,0.394952565431595,0.0261215660721064,2017,0.597482379,0.526
Tajikistan,96.0,5.04099988937378,1.27146327495575,0.524713635444641,0.529235124588013,0.471566706895828,0.146377146244049,2017,0.885671468,0.665
Kyrgyzstan,98.0,5.00400018692017,1.39423859119415,0.596220076084137,0.553457796573639,0.454943388700485,0.0394391790032387,2017,1.510259005,0.696
Nepal,99.0,4.96199989318848,1.17928326129913,0.479820191860199,0.504130780696869,0.440305948257446,0.0729755461215973,2017,0.42151176,0.594
Mongolia,100.0,4.95499992370605,1.4930112361908,1.02723586559296,0.557783484458923,0.394143968820572,0.0329022891819477,2017,11.00422444,0.732
South Africa,101.0,4.8289999961853,1.38478863239288,1.05469870567322,0.187080070376396,0.479246735572815,0.0725094974040985,2017,8.142443199,0.72
Tunisia,102.0,4.80499982833862,0.868351459503174,1.00726580619812,0.613212049007416,0.289680689573288,0.0867231488227844,2017,2.556666439,0.74
Palestinian Territories,103.0,4.77500009536743,1.15564715862274,0.716249227523804,0.565666973590851,0.25471106171608,0.0892826020717621,2017,0.688465077,0.719
Egypt,104.0,4.7350001335144,0.997471392154694,0.989701807498932,0.520187258720398,0.282110154628754,0.114381365478039,2017,2.598486803,0.721
Bulgaria,105.0,4.71400022506714,1.43437945842743,1.1614590883255,0.708217680454254,0.289231717586517,0.0110515309497714,2017,6.699426282,0.808
Sierra Leone,106.0,4.70900011062622,0.984136044979095,0.36842092871666,0.0055647538974881,0.318697690963745,0.0710951760411263,2017,0.121833395,0.466
Cameroon,107.0,4.69500017166138,0.946018218994141,0.564305365085602,0.132892116904259,0.430388748645782,0.0513066314160824,2017,0.31337935,0.571
Iran,108.0,4.69199991226196,0.711551249027252,1.15687310695648,0.639333188533783,0.249322608113289,0.048761073499918,2017,8.828831259,0.789
Albania,109.0,4.64400005340576,0.803685247898102,0.996192753314972,0.731159746646881,0.381498634815216,0.0398642159998417,2017,1.838241795,0.802
Bangladesh,110.0,4.60799980163574,0.735131740570068,0.586682975292206,0.533241033554077,0.478356659412384,0.123717859387398,2017,0.506893478,0.622
Kenya,112.0,4.55299997329712,1.06795072555542,0.560479462146759,0.309988349676132,0.452763766050339,0.0646413192152977,2017,0.325008539,0.572
Myanmar,114.0,4.54500007629395,1.12323594093323,0.367110550403595,0.397522568702698,0.514492034912109,0.188816204667091,2017,0.463966456,0.58
Senegal,115.0,4.53499984741211,1.17969191074371,0.479309022426605,0.409362852573395,0.377922266721725,0.115460447967052,2017,0.69690334,0.509
Zambia,116.0,4.51399993896484,1.00318729877472,0.636406779289246,0.257835894823074,0.461603492498398,0.0782135501503944,2017,0.386694854,0.568
Iraq,117.0,4.49700021743774,0.978613197803497,1.10271048545837,0.501180469989777,0.288555532693863,0.107215754687786,2017,5.637481283,0.685
Gabon,118.0,4.46500015258789,1.1556202173233,1.1982102394104,0.356578588485718,0.312328577041626,0.0760467872023582,2017,2.226922114,0.706
Ethiopia,119.0,4.46000003814697,0.86466920375824,0.339233845472336,0.353409707546234,0.408842742443085,0.165455713868141,2017,0.143213448,0.48
Sri Lanka,120.0,4.44000005722046,1.25997638702393,1.00985014438629,0.625130832195282,0.561213254928589,0.0736539661884308,2017,1.090044733,0.771
Armenia,121.0,4.37599992752075,1.00748372077942,0.900596737861633,0.637524425983429,0.198303267359734,0.0266744215041399,2017,1.880133429,0.768
India,122.0,4.31500005722046,0.754372596740723,0.792221248149872,0.455427616834641,0.469987004995346,0.0922268852591515,2017,1.81810563,0.644
Mauritania,123.0,4.29199981689453,1.2720308303833,0.648457288742065,0.285349279642105,0.0960980430245399,0.136957004666328,2017,0.833308037,0.545
Congo (Brazzaville),124.0,4.29099988937378,0.832044363021851,0.808964252471924,0.28995743393898,0.435025870800018,0.0796181336045265,2017,0.697595924,0.58
Georgia,125.0,4.28599977493286,0.57061493396759,0.950612664222717,0.649546980857849,0.309410035610199,0.251666635274887,2017,2.539341774,0.8
Mali,127.0,4.19000005722046,1.28147339820862,0.476180493831635,0.169365674257278,0.306613743305206,0.104970246553421,2017,0.190920371,0.426
Ivory Coast,128.0,4.17999982833862,0.904780030250549,0.603048920631409,0.0486421696841717,0.447706192731857,0.130061775445938,2017,0.485336657,0.534
Cambodia,129.0,4.16800022125244,1.00623834133148,0.601765096187592,0.429783403873444,0.633375823497772,0.0681059509515762,2017,0.804208325,0.586
Ghana,131.0,4.11999988555908,0.873664736747742,0.667224824428558,0.295637726783752,0.423026293516159,0.0253363698720932,2017,0.471799753,0.616
Ukraine,132.0,4.09600019454956,1.39453756809235,0.89465194940567,0.575903952121735,0.122974775731564,0.0230294708162546,2017,5.014531092,0.782
Uganda,133.0,4.08099985122681,1.12982773780823,0.381430715322495,0.217632606625557,0.443185955286026,0.057069718837738,2017,0.130530614,0.52
Burkina Faso,134.0,4.03200006484985,1.04328000545502,0.3502277135849,0.215844258666039,0.324367851018906,0.120328105986118,2017,0.20516605,0.438
Niger,135.0,4.02799987792969,0.993025004863739,0.161925330758095,0.26850500702858,0.36365869641304,0.138572946190834,2017,0.092846243,0.39
Malawi,136.0,3.97000002861023,0.512568831443787,0.233442038297653,0.315089583396912,0.466914653778076,0.0727116540074348,2017,0.077203445,0.505
Chad,137.0,3.93600010871887,0.953855872154236,0.438012987375259,0.0411347150802612,0.16234202682972,0.0535818822681904,2017,0.068982955,0.393
Zimbabwe,138.0,3.875,1.08309590816498,0.375846534967422,0.196763753890991,0.336384207010269,0.0953753814101219,2017,0.673026099,0.594
Afghanistan,141.0,3.79399991035461,0.581543326377869,0.401477217674255,0.180746778845787,0.106179520487785,0.0611578300595284,2017,0.188995444,0.482
Botswana,142.0,3.76600003242493,1.22155499458313,1.12209415435791,0.341755509376526,0.505196332931519,0.0985831990838051,2017,3.201244399,0.722
Benin,143.0,3.65700006484985,0.435299843549728,0.431085407733917,0.209930211305618,0.425962775945663,0.0609290152788162,2017,0.620812267,0.53
Madagascar,144.0,3.64400005340576,0.913020372390747,0.305808693170547,0.375223308801651,0.189196765422821,0.0672319754958153,2017,0.16120522,0.507
Haiti,145.0,3.6029999256134,0.640449821949005,0.368610262870789,0.277321130037308,0.0303698573261499,0.0998721495270729,2017,0.282634908,0.539
Yemen,146.0,3.59299993515015,0.93538224697113,0.591683447360992,0.310080915689468,0.249463722109795,0.0567674227058887,2017,0.357501876,0.459
Liberia,148.0,3.53299999237061,0.872117936611176,0.119041793048382,0.229918196797371,0.332881182432175,0.0389482490718365,2017,0.261918504,0.481
Guinea,149.0,3.50699996948242,0.791244685649872,0.244549930095673,0.194129139184952,0.348587512969971,0.110937617719173,2017,0.268406455,0.458
Togo,150.0,3.49499988555908,0.431882530450821,0.305444717407227,0.247105568647385,0.38042613863945,0.0956650152802467,2017,0.287082869,0.524
Rwanda,151.0,3.47099995613098,0.945707023143768,0.368745893239975,0.326424807310104,0.581843852996826,0.455220013856888,2017,0.08768078,0.526
Tanzania,153.0,3.34899997711182,1.04198980331421,0.511135876178741,0.364509284496307,0.390017777681351,0.0660351067781448,2017,0.208683301,0.528
Burundi,154.0,2.90499997138977,0.629793584346771,0.091622568666935,0.151610791683197,0.0599007532000542,0.0841479450464249,2017,0.048988554,0.428
Finland,7.632,1.0,1.592,1.305,0.874,0.681,0.393,2018,8.302103946,0.936
Norway,7.594,2.0,1.582,1.456,0.861,0.686,0.34,2018,8.330707487,0.962
Denmark,7.555,3.0,1.59,1.351,0.868,0.683,0.408,2018,6.027753912,0.942
Iceland,7.495,4.0,1.644,1.343,0.914,0.677,0.138,2018,10.87988881,0.959
Switzerland,7.487,5.0,1.549,1.42,0.927,0.66,0.357,2018,4.324335229,0.959
Netherlands,7.441,6.0,1.488,1.361,0.878,0.638,0.295,2018,9.321459639,0.939
Canada,7.328,7.0,1.532,1.33,0.896,0.653,0.291,2018,15.62986503,0.933
New Zealand,7.324,8.0,1.601,1.268,0.876,0.669,0.389,2018,7.545479979,0.936
Sweden,7.314,9.0,1.501,1.355,0.913,0.659,0.383,2018,4.221513055,0.942
Australia,7.272,10.0,1.573,1.34,0.91,0.647,0.302,2018,16.70811553,0.941
United Kingdom,7.19,11.0,1.433,1.244,0.888,0.464,0.082,2018,5.687818316,0.929
Austria,7.139,12.0,1.504,1.341,0.891,0.617,0.224,2018,7.48650267,0.917
Costa Rica,7.072,13.0,1.459,1.01,0.817,0.632,0.101,2018,1.644623869,0.811
Ireland,6.977,14.0,1.583,1.448,0.876,0.614,0.306,2018,8.133994924,0.937
Germany,6.965,15.0,1.474,1.34,0.861,0.586,0.28,2018,9.072082766,0.945
Belgium,6.927,16.0,1.483,1.324,0.894,0.583,0.24,2018,8.72893627,0.933
